date,event_count,program_instance_count,title_base_count,has_time_count,reservation_event_count,onsite_event_count,online_event_count,night_event_count,children_event_count,music_event_count,food_event_count,guide_event_count,reward_event_count,hanbok_event_count,type_공식행사_count,type_공연_count,type_복합_count,type_온라인_count,type_재현_count,type_전시_count,type_체험_count,participation_사전예약_count,participation_현장참여_count,year,month,day,weekday,weekday_kr,is_weekend,season
2022-05-05,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,5,Thursday,목,0,봄
2022-05-06,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,6,Friday,금,0,봄
2022-05-07,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,7,Saturday,토,1,봄
2022-05-08,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,8,Sunday,일,1,봄
2022-05-09,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,9,Monday,월,0,봄
2022-05-10,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,10,Tuesday,화,0,봄
2022-05-11,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,11,Wednesday,수,0,봄
2022-05-12,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,12,Thursday,목,0,봄
2022-05-13,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,13,Friday,금,0,봄
2022-05-14,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,14,Saturday,토,1,봄
2022-05-15,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,15,Sunday,일,1,봄
2022-05-16,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,16,Monday,월,0,봄
2022-05-17,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,17,Tuesday,화,0,봄
2022-05-18,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,18,Wednesday,수,0,봄
2022-05-19,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,19,Thursday,목,0,봄
2022-05-20,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,20,Friday,금,0,봄
2022-05-21,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,21,Saturday,토,1,봄
2022-05-22,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,22,Sunday,일,1,봄
2022-05-23,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,23,Monday,월,0,봄
2022-05-24,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,24,Tuesday,화,0,봄
2022-05-25,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,25,Wednesday,수,0,봄
2022-05-26,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,26,Thursday,목,0,봄
2022-05-27,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,27,Friday,금,0,봄
2022-05-28,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,28,Saturday,토,1,봄
2022-05-29,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,29,Sunday,일,1,봄
2022-05-30,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,30,Monday,월,0,봄
2022-05-31,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,5,31,Tuesday,화,0,봄
2022-06-01,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,1,Wednesday,수,0,봄
2022-06-02,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,2,Thursday,목,0,봄
2022-06-03,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,3,Friday,금,0,봄
2022-06-04,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,4,Saturday,토,1,봄
2022-06-05,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,5,Sunday,일,1,봄
2022-06-06,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,6,Monday,월,0,봄
2022-06-07,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,7,Tuesday,화,0,봄
2022-06-08,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,8,Wednesday,수,0,봄
2022-06-09,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,9,Thursday,목,0,봄
2022-06-10,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,10,Friday,금,0,봄
2022-06-11,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,11,Saturday,토,1,봄
2022-06-12,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,12,Sunday,일,1,봄
2022-06-13,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,13,Monday,월,0,봄
2022-06-14,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,14,Tuesday,화,0,봄
2022-06-15,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,15,Wednesday,수,0,봄
2022-06-16,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,16,Thursday,목,0,봄
2022-06-17,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,17,Friday,금,0,봄
2022-06-18,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,18,Saturday,토,1,봄
2022-06-19,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,19,Sunday,일,1,봄
2022-06-20,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,20,Monday,월,0,봄
2022-06-21,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,21,Tuesday,화,0,봄
2022-06-22,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,22,Wednesday,수,0,봄
2022-06-23,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,23,Thursday,목,0,봄
2022-06-24,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,24,Friday,금,0,봄
2022-06-25,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,25,Saturday,토,1,봄
2022-06-26,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,26,Sunday,일,1,봄
2022-06-27,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,27,Monday,월,0,봄
2022-06-28,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,28,Tuesday,화,0,봄
2022-06-29,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,29,Wednesday,수,0,봄
2022-06-30,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,6,30,Thursday,목,0,봄
2022-07-01,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,1,Friday,금,0,기타
2022-07-02,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,2,Saturday,토,1,기타
2022-07-03,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,3,Sunday,일,1,기타
2022-07-04,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,4,Monday,월,0,기타
2022-07-05,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,5,Tuesday,화,0,기타
2022-07-06,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,6,Wednesday,수,0,기타
2022-07-07,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,7,Thursday,목,0,기타
2022-07-08,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,8,Friday,금,0,기타
2022-07-09,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,9,Saturday,토,1,기타
2022-07-10,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,10,Sunday,일,1,기타
2022-07-11,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,11,Monday,월,0,기타
2022-07-12,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,12,Tuesday,화,0,기타
2022-07-13,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,13,Wednesday,수,0,기타
2022-07-14,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,14,Thursday,목,0,기타
2022-07-15,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,15,Friday,금,0,기타
2022-07-16,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,16,Saturday,토,1,기타
2022-07-17,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,17,Sunday,일,1,기타
2022-07-18,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,18,Monday,월,0,기타
2022-07-19,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,19,Tuesday,화,0,기타
2022-07-20,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,20,Wednesday,수,0,기타
2022-07-21,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,21,Thursday,목,0,기타
2022-07-22,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,22,Friday,금,0,기타
2022-07-23,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,23,Saturday,토,1,기타
2022-07-24,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,24,Sunday,일,1,기타
2022-07-25,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,25,Monday,월,0,기타
2022-07-26,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,26,Tuesday,화,0,기타
2022-07-27,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,27,Wednesday,수,0,기타
2022-07-28,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,28,Thursday,목,0,기타
2022-07-29,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,29,Friday,금,0,기타
2022-07-30,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,30,Saturday,토,1,기타
2022-07-31,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,7,31,Sunday,일,1,기타
2022-08-01,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,1,Monday,월,0,기타
2022-08-02,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,2,Tuesday,화,0,기타
2022-08-03,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,3,Wednesday,수,0,기타
2022-08-04,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,4,Thursday,목,0,기타
2022-08-05,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,5,Friday,금,0,기타
2022-08-06,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,6,Saturday,토,1,기타
2022-08-07,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,7,Sunday,일,1,기타
2022-08-08,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,8,Monday,월,0,기타
2022-08-09,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,9,Tuesday,화,0,기타
2022-08-10,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,10,Wednesday,수,0,기타
2022-08-11,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,11,Thursday,목,0,기타
2022-08-12,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,12,Friday,금,0,기타
2022-08-13,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,13,Saturday,토,1,기타
2022-08-14,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,14,Sunday,일,1,기타
2022-08-15,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,15,Monday,월,0,기타
2022-08-16,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,16,Tuesday,화,0,기타
2022-08-17,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,17,Wednesday,수,0,기타
2022-08-18,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,18,Thursday,목,0,기타
2022-08-19,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,19,Friday,금,0,기타
2022-08-20,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,20,Saturday,토,1,기타
2022-08-21,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,21,Sunday,일,1,기타
2022-08-22,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2022,8,22,Monday,월,0,기타
